date|useribpt|balance|mutasi|registrasi|aktivasi|payment|login|purchase|transfer|ownacc|otheracc|domesticbank|transferidr|transfersgd|transferusd|paymentidr|purchaseidr|ownaccidr|otheraccidr|domesticbankidr|totaltxn|totalidr|totalsgd|totalusd|bln|mth
07/16/2019|681967|109534|434766|0|0|12157|0|0|0|15620|201695|28813|0|0|0|277806468190.00|0.00|6919715246667.00|10573164805314.00|10296666066608.00|802585|28067352586779.00|0|0|JUL2019|2019-07
07/17/2019|682486|105145|401248|0|0|13128|0|0|0|14975|187948|26833|0|0|0|293401130287.00|0.00|7176563155916.00|9400378754851.00|8402927866412.00|749277|25273270907466.00|0|0|JUL2019|2019-07
07/18/2019|683071|102708|387766|0|0|15106|0|0|0|14323|186112|27999|0|0|0|372434856685.00|0.00|5923522243570.00|9032084155486.00|8313847654619.00|734014|23641888910360.00|0|0|JUL2019|2019-07
07/19/2019|683576|113241|413723|0|0|20049|0|0|0|15479|223754|33463|0|0|0|496314640129.00|0.00|7976273158566.00|10477826570044.00|10792372346531.00|819709|29742786715270.00|0|0|JUL2019|2019-07
07/20/2019|683584|38357|154846|0|0|6698|0|0|0|3388|95021|0|0|0|0|43580099027.00|0.00|279178276558.00|2087481678286.00|0.00|298310|2410240053871.00|0|0|JUL2019|2019-07
07/21/2019|683588|13695|49762|0|0|1012|0|0|0|1133|27426|0|0|0|0|6268106193.00|0.00|205280372087.00|823658712061.00|0.00|93028|1035207190341.00|0|0|JUL2019|2019-07
07/22/2019|683971|118202|493997|0|0|8522|0|0|0|17227|201528|32838|0|0|0|288005768323.00|0.00|9206911974149.00|11170950466028.00|10974931517370.00|872314|31640799725870.00|0|0|JUL2019|2019-07
07/23/2019|684503|108156|429947|0|0|7222|0|0|0|15369|192582|28218|0|0|0|252226017166.00|0.00|7642953261871.00|10989865170347.00|11179127912328.00|781494|30064172361712.00|0|0|JUL2019|2019-07
07/24/2019|683795|105704|393770|0|0|6034|0|0|0|14727|181111|26854|0|0|0|323703165854.00|0.00|6657965851312.00|9394408725110.00|8882155849527.00|728200|25258233591803.00|0|0|JUL2019|2019-07
07/25/2019|684277|111794|420828|0|0|6889|0|0|0|15117|228543|31944|0|0|0|359368932703.00|0.00|7812263575358.00|9884592835867.00|8703939879704.00|815115|26760165223632.00|0|0|JUL2019|2019-07
07/26/2019|684751|117945|442519|0|0|7263|0|0|0|16313|251062|35895|0|0|0|369609804264.00|0.00|8212927216444.00|12247180411905.00|11204503425579.00|870997|32034220858192.00|0|0|JUL2019|2019-07
07/27/2019|684745|38429|163543|0|0|1501|0|0|0|3341|103925|0|0|0|0|31128398006.00|0.00|306770665990.00|2152607790888.00|0.00|310739|2490506854884.00|0|0|JUL2019|2019-07
07/28/2019|684755|14269|55638|0|0|314|0|0|0|1313|37567|0|0|0|0|3537745212.00|0.00|194706398920.00|984931367396.00|0.00|109101|1183175511528.00|0|0|JUL2019|2019-07
07/29/2019|685194|128031|522039|0|0|8520|0|0|0|17948|226604|35678|0|0|0|584263619890.00|0.00|9095914371195.00|11692028728869.00|13115719113504.00|938820|34487925833458.00|0|0|JUL2019|2019-07
07/30/2019|685726|122241|480575|0|0|8483|0|0|0|17220|235555|31810|0|0|0|651179127300.00|0.00|8099426019402.00|12157776983187.00|13276391676945.00|895884|34184773806834.00|0|0|JUL2019|2019-07
