date|URAIAN|CARDHOLDER|RRPs|TOPUP|PAYMENT|TTXN|TOPUPN|PAYMENTN|bln|mth|RPPs
12/02/2019|IDR|26857578|0|217177|1461879|1679056|25069812300|21191697135|DEC2019|2019-12|
12/03/2019|IDR|26859578|0|202249|2695444|2897693|22985446997|24481759122|DEC2019|2019-12|
12/04/2019|IDR|26859578|0|198932|2727649|2926581|22068197128|24977938140|DEC2019|2019-12|
12/05/2019|IDR|26869613|0|204361|2903432|3107793|23151610830|26748867805|DEC2019|2019-12|
12/06/2019|IDR|26879914|0|212411|1930507|2142918|24473825982|22232514330|DEC2019|2019-12|
12/07/2019|IDR|26879914|0|210651|1678460|1889111|22010293455|20326749730|DEC2019|2019-12|
12/08/2019|IDR|26879914|0|183327|1484300|1667627|18754018719|20316126687|DEC2019|2019-12|
12/09/2019|IDR|26891208|0|209840|1331267|1541107|23501696962|20036893040|DEC2019|2019-12|
01/01/2020|IDR|27039840|0|143948|1719937|1863885|17559930924|24418719045|JAN2020|2020-01|
01/02/2020|IDR|27039840|0|176434|1488262|1664696|21439530149|25485978473|JAN2020|2020-01|
01/03/2020|IDR|27050890|0|193606|1579170|1772776|23289261124|20048128918|JAN2020|2020-01|
01/04/2020|IDR|27050890|0|187424|1467625|1655049|21277946432|19904021903|JAN2020|2020-01|
01/05/2020|IDR|27050890|0|164172|1597546|1761718|17886666550|24914784761|JAN2020|2020-01|
01/06/2020|IDR|27071900|0|202099|1456860|1658959|22734153238|23699903105|JAN2020|2020-01|
