jnstrans|date|tunai|cashadv|ceksaldo|payment|berhasil|seluruh|Ntunai|Ncashadv|Nceksaldo|Npayment|Nberhasil|Nseluruh|bln|mth
TRANSAKSI ATM DAN ATMKIOS BCA|06/13/2019|0|0|20229|6224|26453|27323|0|0|0|11309702108.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/14/2019|0|0|21454|5881|27335|28298|0|0|0|10827429151.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/15/2019|0|0|15953|3819|19772|20469|0|0|0|6548898970.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/16/2019|0|0|11246|2374|13620|14104|0|0|0|4514663580.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/17/2019|0|0|24326|7144|31470|32628|0|0|0|16609500276.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/18/2019|0|0|22227|6722|28949|29956|0|0|0|15790547061.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/19/2019|0|0|21213|7694|28907|29789|0|0|0|20795234315.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/20/2019|0|0|22371|9673|32044|33226|0|0|0|24645052839.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/21/2019|0|0|21649|5556|27205|28210|0|0|0|16042239882.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/22/2019|0|0|16595|3049|19644|20333|0|0|0|9123197278.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/23/2019|0|0|11252|1970|13222|13714|0|0|0|4618470088.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/24/2019|0|0|23999|4640|28639|29693|0|0|0|16839544895.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/25/2019|0|0|28015|6176|34191|35385|0|0|0|19805203780.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/26/2019|0|0|24726|5276|30002|30978|0|0|0|15729632576.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/27/2019|0|0|24440|4629|29069|30079|0|0|0|14075102367.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/28/2019|0|0|34220|6389|40609|41976|0|0|0|18210013020.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/29/2019|0|0|24143|3901|28044|28924|0|0|0|10063467279.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|06/30/2019|0|0|16290|3322|19612|20348|0|0|0|6336010090.00|0.00|0.00|JUN2019|2019-06
TRANSAKSI ATM DAN ATMKIOS BCA|07/01/2019|0|0|34646|7684|42330|43836|0|0|0|20625866868.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/02/2019|0|0|30087|7307|37394|38683|0|0|0|20114789212.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/03/2019|0|0|26215|6705|32920|34021|0|0|0|17062728508.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/04/2019|0|0|24415|6418|30833|31833|0|0|0|16012824984.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/05/2019|0|0|26918|7363|34281|35390|0|0|0|15315210924.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/06/2019|0|0|18516|4228|22744|23481|0|0|0|7132525544.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/07/2019|0|0|12455|2995|15450|15980|0|0|0|4758452860.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/08/2019|0|0|26153|7482|33635|34821|0|0|0|15976515067.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/09/2019|0|0|23808|6875|30683|31655|0|0|0|15596071043.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/10/2019|0|0|24184|7068|31252|32288|0|0|0|12844893274.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/11/2019|0|0|21470|5707|27177|28074|0|0|0|12954131748.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/12/2019|0|0|22458|5091|27549|28441|0|0|0|10421685557.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/13/2019|0|0|17448|3055|20503|21238|0|0|0|5688003547.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/14/2019|0|0|11900|2303|14203|14768|0|0|0|3872094251.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/15/2019|0|0|25166|6416|31582|32623|0|0|0|13040165106.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/16/2019|0|0|22352|5322|27674|28584|0|0|0|12058142776.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/17/2019|0|0|20713|5780|26493|27329|0|0|0|13820763787.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/18/2019|0|0|20441|5671|26112|26978|0|0|0|14389421719.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/19/2019|0|0|21804|7712|29516|30446|0|0|0|17928310694.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/20/2019|0|0|18789|6567|25356|26396|0|0|0|11992838206.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/21/2019|0|0|11920|2812|14732|15322|0|0|0|5091397827.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/22/2019|0|0|24003|5213|29216|30256|0|0|0|15795700365.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/23/2019|0|0|21326|4036|25362|26209|0|0|0|14662888276.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/24/2019|0|0|20594|3606|24200|24965|0|0|0|14965986139.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/25/2019|0|0|24775|5137|29912|30881|0|0|0|16648210452.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/26/2019|0|0|25725|5429|31154|32221|0|0|0|14982700354.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/27/2019|0|0|18804|2980|21784|22595|0|0|0|7314143969.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/28/2019|0|0|12872|2240|15112|15701|0|0|0|6040888285.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/29/2019|0|0|27664|5016|32680|33857|0|0|0|16514607146.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/30/2019|0|0|26801|4792|31593|32636|0|0|0|19553257041.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|07/31/2019|0|0|32108|5963|38071|39311|0|0|0|17293040937.00|0.00|0.00|JUL2019|2019-07
TRANSAKSI ATM DAN ATMKIOS BCA|08/01/2019|0|0|30437|7157|37594|38879|0|0|0|18644062615.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/02/2019|0|0|26763|6204|32967|34102|0|0|0|17240040799.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/03/2019|0|0|19057|3830|22887|23648|0|0|0|9476217289.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/04/2019|0|0|12672|2878|15550|16089|0|0|0|5373423851.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/05/2019|0|0|29673|9131|38804|40009|0|0|0|19494503417.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/06/2019|0|0|25246|8246|33492|34644|0|0|0|16871890994.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/07/2019|0|0|23173|6722|29895|30871|0|0|0|13746284213.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/08/2019|0|0|22354|6185|28539|29448|0|0|0|13264353399.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/09/2019|0|0|23601|6237|29838|30804|0|0|0|13866170192.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/10/2019|0|0|17907|4033|21940|22678|0|0|0|6443338346.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/11/2019|0|0|9557|2164|11721|12143|0|0|0|3304313904.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/12/2019|0|0|22840|5803|28643|29638|0|0|0|12415498370.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/13/2019|0|0|20649|5141|25790|26705|0|0|0|12149306472.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/14/2019|0|0|20002|4952|24954|25787|0|0|0|10512244931.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/15/2019|0|0|20085|5039|25124|25989|0|0|0|11588162376.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/16/2019|0|0|20080|5110|25190|26030|0|0|0|21517564393.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/17/2019|0|0|10948|2308|13256|13776|0|0|0|4761745856.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/18/2019|0|0|10151|2365|12516|12988|0|0|0|4421215164.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/19/2019|0|0|22820|8116|30936|31928|0|0|0|20990194424.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/20/2019|0|0|22161|9635|31796|32806|0|0|0|23567230163.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/21/2019|0|0|19289|4681|23970|24793|0|0|0|12050988600.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/22/2019|0|0|18187|3694|21881|22643|0|0|0|13394658696.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/23/2019|0|0|21189|4517|25706|26606|0|0|0|14469959610.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/24/2019|0|0|15450|2694|18144|18742|0|0|0|8069385059.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/25/2019|0|0|10674|1940|12614|13040|0|0|0|4939891047.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/26/2019|0|0|23574|5073|28647|29620|0|0|0|18551153096.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/27/2019|0|0|22684|4565|27249|28200|0|0|0|14479508967.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/28/2019|0|0|23072|4517|27589|28504|0|0|0|15550272759.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/29/2019|0|0|21898|4029|25927|26807|0|0|0|12626085554.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/30/2019|0|0|28551|5083|33634|34819|0|0|0|15378822803.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|08/31/2019|0|0|21204|3368|24572|25438|0|0|0|7788197723.00|0.00|0.00|AUG2019|2019-08
TRANSAKSI ATM DAN ATMKIOS BCA|09/01/2019|0|0|14563|3125|17688|18306|0|0|0|7484488886.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/02/2019|0|0|29502|7304|36806|38090|0|0|0|20438573758.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/03/2019|0|0|25044|6915|31959|33058|0|0|0|18205344020.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/04/2019|0|0|22071|6444|28515|29496|0|0|0|13212197688.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/05/2019|0|0|22310|6800|29110|29969|0|0|0|15653291596.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/06/2019|0|0|22367|6157|28524|29469|0|0|0|13949381023.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/07/2019|0|0|15649|3371|19020|19639|0|0|0|6267471243.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/08/2019|0|0|10732|2579|13311|13747|0|0|0|4311179047.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/09/2019|0|0|23227|7179|30406|31404|0|0|0|14885021772.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/10/2019|0|0|22272|6716|28988|29996|0|0|0|15753201486.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/11/2019|0|0|18870|5228|24098|24890|0|0|0|10901320571.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/12/2019|0|0|17918|4683|22601|23310|0|0|0|11271463566.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/13/2019|0|0|18873|4602|23475|24264|0|0|0|13763066706.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/14/2019|0|0|14142|2732|16874|17424|0|0|0|5335840225.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/15/2019|0|0|10278|2173|12451|12885|0|0|0|4876697456.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/16/2019|0|0|20724|6030|26754|27649|0|0|0|18831323893.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/17/2019|0|0|18595|4975|23570|24314|0|0|0|11560981421.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/18/2019|0|0|17927|5132|23059|23710|0|0|0|12341337147.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/19/2019|0|0|17875|5997|23872|24621|0|0|0|17425480385.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/20/2019|0|0|19851|7926|27777|28633|0|0|0|19270873052.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/21/2019|0|0|14393|2922|17315|17942|0|0|0|6222877667.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/22/2019|0|0|9449|1621|11070|11522|0|0|0|3331146801.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/23/2019|0|0|20540|3837|24377|25490|0|0|0|12922229041.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/24/2019|0|0|18750|3431|22181|23213|0|0|0|11598612345.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/25/2019|0|0|22091|4858|26949|27982|0|0|0|13421542557.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/26/2019|0|0|19513|3959|23472|24429|0|0|0|12855794593.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/27/2019|0|0|24251|4345|28596|29695|0|0|0|13621724934.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/28/2019|0|0|18370|3105|21475|22305|0|0|0|7598559989.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/29/2019|0|0|11993|1997|13990|14530|0|0|0|4361389851.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|09/30/2019|0|0|31220|5938|37158|38608|0|0|0|16624504358.00|0.00|0.00|SEP2019|2019-09
TRANSAKSI ATM DAN ATMKIOS BCA|10/01/2019|0|0|28393|6416|34809|36183|0|0|0|18276011903.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/02/2019|0|0|24453|6136|30589|31767|0|0|0|16674953629.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/03/2019|0|0|21694|5671|27365|28313|0|0|0|12323144260.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/04/2019|0|0|22625|5887|28512|29480|0|0|0|14827050510.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/05/2019|0|0|16809|3658|20467|21160|0|0|0|6854961415.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/06/2019|0|0|10957|2696|13653|14094|0|0|0|4386966206.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/07/2019|0|0|23526|7306|30832|31877|0|0|0|16357390827.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/08/2019|0|0|20481|6020|26501|27329|0|0|0|14060647462.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/09/2019|0|0|19390|5543|24933|25726|0|0|0|13123216475.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/10/2019|0|0|19500|5224|24724|25585|0|0|0|11764075570.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/11/2019|0|0|19039|4640|23679|24469|0|0|0|10768205597.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/12/2019|0|0|13361|2273|15634|16169|0|0|0|3774344470.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/13/2019|0|0|9417|1748|11165|11617|0|0|0|3115490968.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/14/2019|0|0|20447|4998|25445|26363|0|0|0|10989927431.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/15/2019|0|0|19424|4776|24200|25018|0|0|0|9714586599.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/16/2019|0|0|17411|4019|21430|22221|0|0|0|11723551561.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/17/2019|0|0|16618|4442|21060|21704|0|0|0|11634319839.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/18/2019|0|0|17856|5715|23571|24341|0|0|0|14659805904.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/19/2019|0|0|13976|4007|17983|18570|0|0|0|8501889677.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/20/2019|0|0|9775|3547|13322|13808|0|0|0|5986580782.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/21/2019|0|0|19786|4860|24646|25467|0|0|0|17308887592.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/22/2019|0|0|17716|3519|21235|21985|0|0|0|11438835234.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/23/2019|0|0|16290|2809|19099|19770|0|0|0|9076632786.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/24/2019|0|0|16167|2732|18899|19562|0|0|0|8522399993.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/25/2019|0|0|21817|4491|26308|27200|0|0|0|17108821552.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/26/2019|0|0|14710|2355|17065|17666|0|0|0|6567992739.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/27/2019|0|0|9726|1608|11334|11770|0|0|0|4430270619.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/28/2019|0|0|22224|4263|26487|27492|0|0|0|12857124938.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/29/2019|0|0|19519|3495|23014|23772|0|0|0|11355121058.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/30/2019|0|0|20716|3557|24273|25086|0|0|0|11158784473.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|10/31/2019|0|0|26044|4511|30555|31515|0|0|0|12815695986.00|0.00|0.00|OCT2019|2019-10
TRANSAKSI ATM DAN ATMKIOS BCA|11/01/2019|0|0|24985|5200|30185|31235|0|0|0|15957496509.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/02/2019|0|0|16525|3040|19565|20234|0|0|0|7619126162.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/03/2019|0|0|11352|2356|13708|14158|0|0|0|5691202357.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/04/2019|0|0|23579|7043|30622|31607|0|0|0|16674280285.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/05/2019|0|0|22009|6938|28947|29897|0|0|0|14585757851.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/06/2019|0|0|19637|4728|24365|25234|0|0|0|9913167811.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/07/2019|0|0|18233|5764|23997|24767|0|0|0|11023615412.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/08/2019|0|0|19477|5304|24781|25537|0|0|0|10875359283.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/09/2019|0|0|10554|2180|12734|13138|0|0|0|3300885823.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/10/2019|0|0|9487|2306|11793|12173|0|0|0|3226016656.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/11/2019|0|0|20237|5272|25509|26367|0|0|0|10699483865.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/12/2019|0|0|18077|4617|22694|23421|0|0|0|9863185048.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/13/2019|0|0|16033|3723|19756|20395|0|0|0|9130939969.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/14/2019|0|0|16153|3726|19879|20526|0|0|0|9656386376.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/15/2019|0|0|18197|4372|22569|23303|0|0|0|8673551429.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/16/2019|0|0|13260|2365|15625|16188|0|0|0|4701421738.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/17/2019|0|0|8666|1727|10393|10807|0|0|0|3260282577.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/18/2019|0|0|19206|5688|24894|25746|0|0|0|15034175708.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/19/2019|0|0|17902|6359|24261|25061|0|0|0|16539156903.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/20/2019|0|0|17796|7202|24998|25851|0|0|0|16707772115.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/21/2019|0|0|16092|3522|19614|20295|0|0|0|8882769362.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/22/2019|0|0|16286|3093|19379|20059|0|0|0|9428036424.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/23/2019|0|0|12510|1695|14205|14711|0|0|0|3958562401.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/24/2019|0|0|8622|1315|9937|10349|0|0|0|3582132096.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/25/2019|0|0|21574|4274|25848|26780|0|0|0|12701310864.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/26/2019|0|0|18466|3786|22252|22959|0|0|0|12186975037.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/27/2019|0|0|17774|3454|21228|21981|0|0|0|10776411209.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/28/2019|0|0|20317|3603|23920|24759|0|0|0|10618883661.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/29/2019|0|0|23617|3993|27610|29380|0|0|0|11117342127.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|11/30/2019|0|0|18075|2877|20952|21664|0|0|0|6747861878.00|0.00|0.00|NOV2019|2019-11
TRANSAKSI ATM DAN ATMKIOS BCA|12/01/2019|0|0|12642|2467|15109|15635|0|0|0|5087445515.00|0.00|0.00|DEC2019|2019-12
TRANSAKSI ATM DAN ATMKIOS BCA|12/02/2019|0|0|26564|6803|33367|34585|0|0|0|18821965855.00|0.00|0.00|DEC2019|2019-12
