jnstrans|date|CASHOUT|COIDR|CASHIN|CIIDR|bln|mth
TELLER - NON PINPAD|06/11/2019|89335|25340261128506|353675|20768127369115|JUN2019|2019-06
TELLER - PINPAD|06/12/2019|50338|5500316861247|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/12/2019|83956|19741993554346|320360|17707957417647|JUN2019|2019-06
TELLER - PINPAD|06/13/2019|51334|5746690942157|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/13/2019|86079|19412626875651|318427|17256827100424|JUN2019|2019-06
TELLER - PINPAD|06/14/2019|59903|6445144036775|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/14/2019|103082|22054236895391|379691|20387719900001|JUN2019|2019-06
TELLER - PINPAD|06/15/2019|0|0|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/15/2019|0|0|0|0|JUN2019|2019-06
TELLER - PINPAD|06/16/2019|0|0|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/16/2019|0|0|0|0|JUN2019|2019-06
TELLER - PINPAD|06/17/2019|75605|8674971132720|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/17/2019|138394|26316428887842|496239|27186308706594|JUN2019|2019-06
TELLER - PINPAD|06/18/2019|63533|7266484742469|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/18/2019|107613|24398136750424|376608|22448529486936|JUN2019|2019-06
TELLER - PINPAD|06/19/2019|59940|6753080081357|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/19/2019|98225|23450399522578|344674|19284297159381|JUN2019|2019-06
TELLER - PINPAD|06/20/2019|60173|6831401428826|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/20/2019|107414|23967676459167|348719|22253946450390|JUN2019|2019-06
TELLER - PINPAD|06/21/2019|69793|8075796790882|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/21/2019|113642|27464966256005|387687|23146291538793|JUN2019|2019-06
TELLER - PINPAD|06/22/2019|0|0|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/22/2019|0|0|0|0|JUN2019|2019-06
TELLER - PINPAD|06/23/2019|0|0|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/23/2019|0|0|0|0|JUN2019|2019-06
TELLER - PINPAD|06/24/2019|78845|9374388951073|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/24/2019|138440|28302029851690|494234|29696379648432|JUN2019|2019-06
TELLER - PINPAD|06/25/2019|70093|8013530694260|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/25/2019|122307|27975076324767|428454|24443557462304|JUN2019|2019-06
TELLER - PINPAD|06/26/2019|65930|7492696496605|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/26/2019|108791|25758401063477|379066|26248483891332|JUN2019|2019-06
TELLER - PINPAD|06/27/2019|67750|7826665852433|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/27/2019|113189|31892287058875|392182|28850343393045|JUN2019|2019-06
TELLER - PINPAD|06/28/2019|803|132156646481|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/28/2019|150674|42411841139919|560609|34627996555566|JUN2019|2019-06
TELLER - PINPAD|06/29/2019|0|0|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/29/2019|0|0|0|0|JUN2019|2019-06
TELLER - PINPAD|06/30/2019|0|0|0|0|JUN2019|2019-06
TELLER - NON PINPAD|06/30/2019|0|0|0|0|JUN2019|2019-06
TELLER - PINPAD|07/01/2019|720|84275938188|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/01/2019|163642|28819036659035|580334|31837383366653|JUL2019|2019-07
TELLER - PINPAD|07/02/2019|72374|7895718529037|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/02/2019|106796|25951428233724|415017|23511546508605|JUL2019|2019-07
TELLER - PINPAD|07/03/2019|64924|7363895215580|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/03/2019|96865|22336428303903|370649|21101043200044|JUL2019|2019-07
TELLER - PINPAD|07/04/2019|62411|7129403425948|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/04/2019|92549|20038934786269|351663|18787365286603|JUL2019|2019-07
TELLER - PINPAD|07/05/2019|72767|7951333163026|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/05/2019|115575|24057189726735|422354|23182032619408|JUL2019|2019-07
TELLER - PINPAD|07/06/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/06/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/07/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/07/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/08/2019|79113|8756561692912|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/08/2019|129667|25468544899472|516368|26395623228533|JUL2019|2019-07
TELLER - PINPAD|07/09/2019|65321|7136076783023|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/09/2019|106448|25359262051673|405496|22899626305819|JUL2019|2019-07
TELLER - PINPAD|07/10/2019|64979|7150789001374|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/10/2019|113107|22535439277063|402785|21228360055180|JUL2019|2019-07
TELLER - PINPAD|07/11/2019|61325|6863388242482|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/11/2019|94576|21858962819816|342197|20328357412665|JUL2019|2019-07
TELLER - PINPAD|07/12/2019|70608|7908261484234|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/12/2019|113255|22873306976638|397787|21972062529806|JUL2019|2019-07
TELLER - PINPAD|07/13/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/13/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/14/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/14/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/15/2019|83979|9540179461331|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/15/2019|144153|25968340053523|533317|27798414328864|JUL2019|2019-07
TELLER - PINPAD|07/16/2019|68089|7575058119234|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/16/2019|106462|22023838102951|379557|20666173575922|JUL2019|2019-07
TELLER - PINPAD|07/17/2019|63116|7069715192867|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/17/2019|99944|19504536293676|346862|19064452964129|JUL2019|2019-07
TELLER - PINPAD|07/18/2019|62023|6996465990651|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/18/2019|96626|21543909062795|332567|19327536832745|JUL2019|2019-07
TELLER - PINPAD|07/19/2019|72254|8031278728417|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/19/2019|112310|26602610995729|387042|23649761679593|JUL2019|2019-07
TELLER - PINPAD|07/20/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/20/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/21/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/21/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/22/2019|82248|9443680147994|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/22/2019|142935|25288822361422|506904|28127957458985|JUL2019|2019-07
TELLER - PINPAD|07/23/2019|65894|7545826886568|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/23/2019|104296|22367533936837|368545|21285723045146|JUL2019|2019-07
TELLER - PINPAD|07/24/2019|61840|7036602066853|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/24/2019|96438|24794742684278|330847|24264564515043|JUL2019|2019-07
TELLER - PINPAD|07/25/2019|65241|7642229279452|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/25/2019|107814|22587639452548|378525|20430632727591|JUL2019|2019-07
TELLER - PINPAD|07/26/2019|77317|8702112937737|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/26/2019|119872|25138624082514|431007|22615195887168|JUL2019|2019-07
TELLER - PINPAD|07/27/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/27/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/28/2019|0|0|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/28/2019|0|0|0|0|JUL2019|2019-07
TELLER - PINPAD|07/29/2019|1855|236905038154|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/29/2019|149007|27536601661768|544839|28508419546261|JUL2019|2019-07
TELLER - PINPAD|07/30/2019|77304|8826615776125|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/30/2019|128231|28089426184336|436315|25070082672682|JUL2019|2019-07
TELLER - PINPAD|07/31/2019|81740|8868616188573|0|0|JUL2019|2019-07
TELLER - NON PINPAD|07/31/2019|129972|26555979616654|478568|22939060071888|JUL2019|2019-07
TELLER - PINPAD|08/01/2019|77105|8369360541268|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/01/2019|103192|21625000753279|387795|21231180361540|AUG2019|2019-08
TELLER - PINPAD|08/02/2019|80142|8650384250488|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/02/2019|109909|23673359467413|407557|21956683542312|AUG2019|2019-08
TELLER - PINPAD|08/03/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/03/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/04/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/04/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/05/2019|84113|8955962431214|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/05/2019|132280|23823433762746|507907|27527717306345|AUG2019|2019-08
TELLER - PINPAD|08/06/2019|72208|7851263015824|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/06/2019|105546|24766245765406|404572|23002435299317|AUG2019|2019-08
TELLER - PINPAD|08/07/2019|67878|7531342922569|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/07/2019|100223|20619720859347|372697|20104925377450|AUG2019|2019-08
TELLER - PINPAD|08/08/2019|67416|7507951874404|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/08/2019|103228|24113141570321|372106|22024850912695|AUG2019|2019-08
TELLER - PINPAD|08/09/2019|77989|8455374428203|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/09/2019|121778|23670527881241|442668|22373678388895|AUG2019|2019-08
TELLER - PINPAD|08/10/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/10/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/11/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/11/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/12/2019|76102|8796877181531|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/12/2019|141001|26618941460612|488063|27076313511362|AUG2019|2019-08
TELLER - PINPAD|08/13/2019|64734|7248078962328|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/13/2019|103834|21005628408798|369676|19460935932441|AUG2019|2019-08
TELLER - PINPAD|08/14/2019|63546|7275458443025|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/14/2019|96771|21269167500066|347632|19238979343892|AUG2019|2019-08
TELLER - PINPAD|08/15/2019|63592|7177120285164|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/15/2019|108455|21823583995741|362193|19669531192360|AUG2019|2019-08
TELLER - PINPAD|08/16/2019|69393|7738450869482|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/16/2019|111592|22568861501073|379995|20036416166573|AUG2019|2019-08
TELLER - PINPAD|08/17/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/17/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/18/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/18/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/19/2019|71512|8447161692968|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/19/2019|123309|25545044614049|434533|23930933288997|AUG2019|2019-08
TELLER - PINPAD|08/20/2019|65568|7518396841344|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/20/2019|111109|23551870269733|378095|22873814923094|AUG2019|2019-08
TELLER - PINPAD|08/21/2019|60244|6883460180087|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/21/2019|96867|20234750340016|335933|19744992408602|AUG2019|2019-08
TELLER - PINPAD|08/22/2019|61028|6734927824197|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/22/2019|96875|21095916381315|326509|19192788592936|AUG2019|2019-08
TELLER - PINPAD|08/23/2019|72993|8019512685556|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/23/2019|115904|26079066370802|405337|22711950347628|AUG2019|2019-08
TELLER - PINPAD|08/24/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/24/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/25/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/25/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|08/26/2019|82760|9383929603029|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/26/2019|147039|27276429070520|525865|29781141127154|AUG2019|2019-08
TELLER - PINPAD|08/27/2019|69680|7853662687865|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/27/2019|112575|25209790933500|394048|22854797913165|AUG2019|2019-08
TELLER - PINPAD|08/28/2019|67853|7718631870606|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/28/2019|109902|23694255150413|384791|22178206673664|AUG2019|2019-08
TELLER - PINPAD|08/29/2019|68858|7781676191631|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/29/2019|107673|27687005299034|373347|23794851705925|AUG2019|2019-08
TELLER - PINPAD|08/30/2019|87648|9450266374548|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/30/2019|146180|30687364548094|525152|26062272952650|AUG2019|2019-08
TELLER - PINPAD|08/31/2019|0|0|0|0|AUG2019|2019-08
TELLER - NON PINPAD|08/31/2019|0|0|0|0|AUG2019|2019-08
TELLER - PINPAD|09/01/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/01/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/02/2019|91225|9883948303889|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/02/2019|151106|27838982899960|555191|30510437737832|SEP2019|2019-09
TELLER - PINPAD|09/03/2019|72146|7731577814729|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/03/2019|105669|23492274664717|403313|21457909834361|SEP2019|2019-09
TELLER - PINPAD|09/04/2019|68699|7300379358709|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/04/2019|96877|23678195816857|367545|20838400121113|SEP2019|2019-09
TELLER - PINPAD|09/05/2019|64777|6992073999450|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/05/2019|103417|20553461041818|371558|19643306531920|SEP2019|2019-09
TELLER - PINPAD|09/06/2019|73747|7805299576169|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/06/2019|116051|25775404025531|417992|23330209390847|SEP2019|2019-09
TELLER - PINPAD|09/07/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/07/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/08/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/08/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/09/2019|81242|8695766616123|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/09/2019|139387|25674681164368|533610|26233473367953|SEP2019|2019-09
TELLER - PINPAD|09/10/2019|69259|7476656562237|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/10/2019|121922|24285363356588|434242|22068967734662|SEP2019|2019-09
TELLER - PINPAD|09/11/2019|63086|6774738676512|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/11/2019|96872|20956455107346|354654|18568871483574|SEP2019|2019-09
TELLER - PINPAD|09/12/2019|62551|6624528174310|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/12/2019|98755|22470438294239|340228|19284535561137|SEP2019|2019-09
TELLER - PINPAD|09/13/2019|73096|7987647407717|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/13/2019|115887|22408692743336|403945|20471474748901|SEP2019|2019-09
TELLER - PINPAD|09/14/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/14/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/15/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/15/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/16/2019|81454|9109517964982|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/16/2019|145346|24405440287995|514883|27029574069006|SEP2019|2019-09
TELLER - PINPAD|09/17/2019|65836|7684054293644|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/17/2019|106558|24527089738100|372990|23641404406039|SEP2019|2019-09
TELLER - PINPAD|09/18/2019|61277|7087078332967|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/18/2019|98361|20508299134352|338231|18140028413406|SEP2019|2019-09
TELLER - PINPAD|09/19/2019|60826|6678062747773|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/19/2019|94956|20971891834309|325150|18938644806409|SEP2019|2019-09
TELLER - PINPAD|09/20/2019|73575|8096550725758|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/20/2019|121552|27964376760954|394575|24511123229733|SEP2019|2019-09
TELLER - PINPAD|09/21/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/21/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/22/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/22/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/23/2019|78493|8943815072230|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/23/2019|136335|25908642125960|489065|26753204747439|SEP2019|2019-09
TELLER - PINPAD|09/24/2019|66201|7361965372475|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/24/2019|105252|21956950142811|366445|21047308287120|SEP2019|2019-09
TELLER - PINPAD|09/25/2019|66356|7192148929676|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/25/2019|110704|27278283010356|387432|23160412693006|SEP2019|2019-09
TELLER - PINPAD|09/26/2019|64632|6921046871991|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/26/2019|103248|25598537269881|357239|22393303439696|SEP2019|2019-09
TELLER - PINPAD|09/27/2019|80564|8428409189297|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/27/2019|131047|29544593542200|467749|25718079204770|SEP2019|2019-09
TELLER - PINPAD|09/28/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/28/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/29/2019|0|0|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/29/2019|0|0|0|0|SEP2019|2019-09
TELLER - PINPAD|09/30/2019|5342|574767029310|0|0|SEP2019|2019-09
TELLER - NON PINPAD|09/30/2019|188123|39008592553364|660580|34993068205709|SEP2019|2019-09
TELLER - PINPAD|10/01/2019|81329|8558197227597|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/01/2019|114785|26373336842010|433734|24950928808978|OCT2019|2019-10
TELLER - PINPAD|10/02/2019|69499|7377547152854|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/02/2019|100148|21334613593327|377373|20135332481170|OCT2019|2019-10
TELLER - PINPAD|10/03/2019|65391|7011687342587|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/03/2019|94739|20114356726130|353343|18373117007361|OCT2019|2019-10
TELLER - PINPAD|10/04/2019|76195|7877331529721|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/04/2019|114626|23864624279574|417073|23004870956306|OCT2019|2019-10
TELLER - PINPAD|10/05/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/05/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/06/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/06/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/07/2019|81551|8850219435933|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/07/2019|139317|26730035724518|529661|28878648765220|OCT2019|2019-10
TELLER - PINPAD|10/08/2019|68877|7447430706938|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/08/2019|109166|22902306495595|406617|21260328668135|OCT2019|2019-10
TELLER - PINPAD|10/09/2019|62858|6895955981415|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/09/2019|101777|20753495911410|379406|19772892363570|OCT2019|2019-10
TELLER - PINPAD|10/10/2019|63211|6799393593799|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/10/2019|109556|23012493989326|384898|19740910924052|OCT2019|2019-10
TELLER - PINPAD|10/11/2019|71495|7560792668391|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/11/2019|111860|24331176761234|394588|21546559071753|OCT2019|2019-10
TELLER - PINPAD|10/12/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/12/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/13/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/13/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/14/2019|80218|8895146543690|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/14/2019|135979|23550397499422|505966|26406962400844|OCT2019|2019-10
TELLER - PINPAD|10/15/2019|67796|7398820482035|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/15/2019|116969|23365151178389|404714|21079429747037|OCT2019|2019-10
TELLER - PINPAD|10/16/2019|62525|7003055081228|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/16/2019|100698|22406726032940|346819|20119082340578|OCT2019|2019-10
TELLER - PINPAD|10/17/2019|59996|6813509195574|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/17/2019|94942|19732855903924|325300|18150516479265|OCT2019|2019-10
TELLER - PINPAD|10/18/2019|70898|7661222051967|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/18/2019|115002|23756728211127|386286|20053680211622|OCT2019|2019-10
TELLER - PINPAD|10/19/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/19/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/20/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/20/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/21/2019|74326|8189232035440|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/21/2019|143135|25754360727776|497853|25930592199555|OCT2019|2019-10
TELLER - PINPAD|10/22/2019|65448|7308678806425|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/22/2019|103650|24188365181642|363148|20725533684693|OCT2019|2019-10
TELLER - PINPAD|10/23/2019|58880|6621073054897|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/23/2019|98945|21932114237349|329761|19276857485875|OCT2019|2019-10
TELLER - PINPAD|10/24/2019|59155|6770445845762|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/24/2019|96264|22610633806970|324479|19814386533377|OCT2019|2019-10
TELLER - PINPAD|10/25/2019|77130|8047120267378|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/25/2019|127113|26366209658085|446640|23309070051164|OCT2019|2019-10
TELLER - PINPAD|10/26/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/26/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/27/2019|0|0|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/27/2019|0|0|0|0|OCT2019|2019-10
TELLER - PINPAD|10/28/2019|84046|9170557843086|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/28/2019|147241|30460785378141|540710|28991531359743|OCT2019|2019-10
TELLER - PINPAD|10/29/2019|71566|7858287335847|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/29/2019|111740|24524454771421|395616|21813333097695|OCT2019|2019-10
TELLER - PINPAD|10/30/2019|71544|7948635383159|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/30/2019|120218|26317867657212|402198|23824931799434|OCT2019|2019-10
TELLER - PINPAD|10/31/2019|77842|7933738523807|0|0|OCT2019|2019-10
TELLER - NON PINPAD|10/31/2019|128363|27943285370384|456113|22488107985840|OCT2019|2019-10
TELLER - PINPAD|11/01/2019|83198|8257227733668|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/01/2019|112576|22952524239630|427461|22607638693398|NOV2019|2019-11
TELLER - PINPAD|11/02/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/02/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/03/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/03/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/04/2019|84107|9041523357265|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/04/2019|132961|24324632999724|513807|25759939164454|NOV2019|2019-11
TELLER - PINPAD|11/05/2019|71662|7863310875643|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/05/2019|110765|28537899556177|416419|24620145746523|NOV2019|2019-11
TELLER - PINPAD|11/06/2019|66405|7106632155885|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/06/2019|99894|21279819308587|373268|19351178784123|NOV2019|2019-11
TELLER - PINPAD|11/07/2019|64918|6966719439566|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/07/2019|100917|20630885379197|368911|19246082811300|NOV2019|2019-11
TELLER - PINPAD|11/08/2019|73577|7746684917775|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/08/2019|120398|25132366931377|440865|21400646327662|NOV2019|2019-11
TELLER - PINPAD|11/09/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/09/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/10/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/10/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/11/2019|74661|8254642380458|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/11/2019|131748|26733161641864|483759|26836497702710|NOV2019|2019-11
TELLER - PINPAD|11/12/2019|66245|7015281387315|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/12/2019|103842|23579254335943|379296|20455325648737|NOV2019|2019-11
TELLER - PINPAD|11/13/2019|61785|6546030406879|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/13/2019|94613|20398178094940|344345|19631500950745|NOV2019|2019-11
TELLER - PINPAD|11/14/2019|62094|6696925524982|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/14/2019|95586|20345074388760|338832|19023302624038|NOV2019|2019-11
TELLER - PINPAD|11/15/2019|75431|8144302853158|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/15/2019|125235|25272567333857|422867|23816093126783|NOV2019|2019-11
TELLER - PINPAD|11/16/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/16/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/17/2019|0|0|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/17/2019|0|0|0|0|NOV2019|2019-11
TELLER - PINPAD|11/18/2019|80194|8978530413917|0|0|NOV2019|2019-11
TELLER - NON PINPAD|11/18/2019|138431|24988043148904|499280|26850796385552|NOV2019|2019-11
TELLER - PINPAD|11/19/2019|66230|7428724008730|0|0|NOV2019|2019-11
